Term,Category Code,Category Name,Tweet,Example Tweet Tokens,Example Tweet Tags
ready to dive,O02,Response agencies present at the crisis location,It's hard to look at the mess. Ready to dive in and start cleaning. @SunshineVillage @BLLTMedia #ABFlood http://t.co/XEpGGYqkM7,It's hard to look at the mess . Ready to dive in and start cleaning . @SunshineVillage @BLLTMedia #ABFlood http://t.co/XEpGGYqkM7,"L A P V P D N , A P V P & V V , @ @ # U"
ready to evacuate if we need to,O02,Response agencies present at the crisis location,Packed and ready to evacuate if we need to. #WaldoCanyonFire Please pray for the city of Colorado Springs!,Packed and ready to evacuate if we need to . #WaldoCanyonFire Please pray for the city of Colorado Springs !,"A & A P V P O V P , # V V P D N P ^ ^ ,"
ready to respond,O02,Response agencies present at the crisis location,"RT @SavetheChildren: Large #earthquake strikes #Philippines, our aid workers are ready to respond if needed: http://t.co/E8JSI1rzSn","RT @SavetheChildren : Large #earthquake strikes #Philippines , our aid workers are ready to respond if needed : http://t.co/E8JSI1rzSn","~ @ ~ A N V ^ , D N N V A P V P V , U"
recovery operation,O02,Response agencies present at the crisis location,RT @BBCSanjoyM: #Bangladesh collapse - final stage of the recovery operation. http://t.co/L9SfOASXgF,RT @BBCSanjoyM : #Bangladesh collapse - final stage of the recovery operation . http://t.co/L9SfOASXgF,"~ @ ~ ^ N , A N P D N N , U"
red crescent society,O02,Response agencies present at the crisis location,"RT @cnni: Death toll from Tuesday's 7.7-magnitude earthquake in Pakistan's southwest rises to 105, Red Crescent Society says. http://t.co/c...","RT @cnni : Death toll from Tuesday's 7.7 -magnitude earthquake in Pakistan's southwest rises to 105 , Red Crescent Society says . http://t.co/c ...","~ @ ~ N N P Z $ N N P Z A N P $ , A N N V , U ,"
red cross,O02,Response agencies present at the crisis location,@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie!!! #redcross,@TheEllenShow PLEASE HELP THE #Queensland AUSTRALIA RED CROSS in the flood affected families especially in Bundaberg and Gympie !!! #redcross,"@ V V D ^ ^ A N P D N V N R P ^ & ^ , #"
red cross emergency numbers,O02,Response agencies present at the crisis location,RT @RedCrossCebu  Red Cross Emergency Numbers #Cebu Chapter 032- 4124140 | 09209294645 &amp; Bohol Chapter 038-5019175 | 09209031793  #rescuePH,RT @RedCrossCebu Red Cross Emergency Numbers #Cebu Chapter 032- 4124140 | 09209294645 & Bohol Chapter 038-5019175 | 09209031793 #rescuePH,~ @ A N N N # N $ $ G $ & ^ N $ G $ #
red cross flood recovery guide,O02,Response agencies present at the crisis location,RT @RedCrossAB: #yycflood #abflood - Pls download Red Cross Flood Recovery Guide http://t.co/1Vg8uqGDmB. Pls share and retweet!,RT @RedCrossAB : #yycflood #abflood - Pls download Red Cross Flood Recovery Guide http://t.co/1Vg8uqGDmB . Pls share and retweet !,"~ @ ~ # # , V V A N N N N U , V V & V ,"
red cross flood relief,O02,Response agencies present at the crisis location,RT @NHLFlames: Thanks Toronto fans for donating $836 to AB Red Cross flood relief at today's #HHOF pancake breakfast. #HHOF matched it. The...,RT @NHLFlames : Thanks Toronto fans for donating $836 to AB Red Cross flood relief at today's #HHOF pancake breakfast . #HHOF matched it . The ...,"~ @ ~ N ^ N P V $ P ^ ^ ^ N N P S # ^ N , # V O , D ,"
red cross flood relief efforts,O02,Response agencies present at the crisis location,RT @ShopprsDrugMart: Donate your Shoppers Optimum Points at any SDM store to the Canadian Red Cross flood relief efforts in Alberta #abfloo...,RT @ShopprsDrugMart : Donate your Shoppers Optimum Points at any SDM store to the Canadian Red Cross flood relief efforts in Alberta #abfloo ...,"~ @ ~ V D N A N P D ^ N P D ^ ^ ^ N N N P ^ # ,"
red cross ready,O02,Response agencies present at the crisis location,Costa Rica: Costa Rica Red Cross Ready for Action after Earthquake:        Source:                 Irish Red Cro... http://t.co/8i9vCIV6,Costa Rica : Costa Rica Red Cross Ready for Action after Earthquake : Source : Irish Red Cro ... http://t.co/8i9vCIV6,"^ ^ , ^ ^ ^ ^ A P N P N , N , A A G ~ U"
red cross relief,O02,Response agencies present at the crisis location,@ImperialOil is supporting those impacted by #abflood #yycflood with a generous donation to Red Cross relief efforts! Thank you!,@ImperialOil is supporting those impacted by #abflood #yycflood with a generous donation to Red Cross relief efforts ! Thank you !,"@ V V O V P ^ ^ P D A N P A N N N , V O ,"
red cross relief efforts,O02,Response agencies present at the crisis location,@ImperialOil is supporting those impacted by #abflood #yycflood with a generous donation to Red Cross relief efforts! Thank you!,@ImperialOil is supporting those impacted by #abflood #yycflood with a generous donation to Red Cross relief efforts ! Thank you !,"@ V V O V P ^ ^ P D A N P A N N N , V O ,"
red flag,O02,Response agencies present at the crisis location,"RT @KUNC: #HighParkFire: 60% Containment, Red Flag Conditions Concern Firefighters http://t.co/UU7mukPJ","RT @KUNC : #HighParkFire : 60% Containment , Red Flag Conditions Concern Firefighters http://t.co/UU7mukPJ","~ @ ~ # , $ N , A N N N N U"
red rainfall advisory is issued,O02,Response agencies present at the crisis location,A red rainfall advisory is issued when downpours constitute an emergency. This means we should be ready to evacuate to safety. #MaringPH,A red rainfall advisory is issued when downpours constitute an emergency . This means we should be ready to evacuate to safety . #MaringPH,"D A N N V V R N V D N , O V O V V A P V P N , #"
red rainfall warning,O02,Response agencies present at the crisis location,RT @dost_pagasa: Red Rainfall Warning No. 17A   Weather System: Southwest Monsoon (#Habagat) enhanced by  Tropical Storm... http://t.co/vaG...,RT @dost_pagasa : Red Rainfall Warning No . 17A Weather System : Southwest Monsoon ( #Habagat ) enhanced by Tropical Storm ... http://t.co/vaG ...,"~ @ ~ A N N ! , $ N N , ^ ^ , # , A P ^ N , U ,"
red star rescue team,O02,Response agencies present at the crisis location,AHA Red Star rescue team mobilizes to help animal victims of Colorado floods http://t.co/tg199gplGr via @BunnyJeanCook,AHA Red Star rescue team mobilizes to help animal victims of Colorado floods http://t.co/tg199gplGr via @BunnyJeanCook,! A N N N V P V A N P ^ N U P @
red zone #lacm égantic,O02,Response agencies present at the crisis location,There are still over 50 people working in the red zone #LacMégantic,There are still over 50 people working in the red zone #LacM égantic,X V R R $ N V P D A N # #
redcross,O02,Response agencies present at the crisis location,@RADickey43 Please RT. Colorado Springs is suffering badly from a large forest fire. Text the word REDCROSS for a $10 donation. Thank You,@RADickey43 Please RT . Colorado Springs is suffering badly from a large forest fire . Text the word REDCROSS for a $10 donation . Thank You,"@ V V , ^ ^ V V R P D A N N , V D N N P D $ N , V O"
releases crisis response map,O02,Response agencies present at the crisis location,Google Releases Crisis Response Map for Uttarakhand Floods http://t.co/CLhlwjtAdd,Google Releases Crisis Response Map for Uttarakhand Floods http://t.co/CLhlwjtAdd,^ N N N N P ^ N U
relief,O02,Response agencies present at the crisis location,LASALLIAN RELIEF OPERATIONS (TYPHOON MARING) #reliefPH #floodPH #PrayforPH  DE LA SALLE ARANETA UNIVERSITY... http://t.co/CRXjbNKzB7,LASALLIAN RELIEF OPERATIONS ( TYPHOON MARING ) #reliefPH #floodPH #PrayforPH DE LA SALLE ARANETA UNIVERSITY ... http://t.co/CRXjbNKzB7,"^ ^ N , ^ ^ , # # # ^ ^ ^ ^ N , U"
relief & recovery,O02,Response agencies present at the crisis location,RT @linkinpark: Support relief &amp; recovery in the Philippines following Typhoon Haiyan. Donate Here: http://t.co/DcxTik4H0N http://t.co/qpGq...,RT @linkinpark : Support relief & recovery in the Philippines following Typhoon Haiyan . Donate Here : http://t.co/DcxTik4H0N http://t.co/qpGq ...,"~ @ ~ N N & N P D ^ V ^ ^ , V R , U U ,"
relief & rescue,O02,Response agencies present at the crisis location,"RT @Indians4Israel: #Pakistan Earthquake, We mourn the Victims and urge Indian Gov to help Relief &amp; Rescue in #Balochistan. http://t.co/DKn...","RT @Indians4Israel : #Pakistan Earthquake , We mourn the Victims and urge Indian Gov to help Relief & Rescue in #Balochistan . http://t.co/DKn ...","~ @ ~ # N , O V D N & V ^ ^ P V N & N P ^ , U ,"
relief activities,O02,Response agencies present at the crisis location,#MQM  RC @EngrNasirJamal @AmirKhan_90 @WasayJalil supervises the relief activities for #Baluchistan EarthQuake victims by @kkfpk #Pakistan,#MQM RC @EngrNasirJamal @AmirKhan_90 @WasayJalil supervises the relief activities for #Baluchistan EarthQuake victims by @kkfpk #Pakistan,# ^ @ @ @ V D N N P ^ ^ N P @ #
relief aid,O02,Response agencies present at the crisis location,#MQM's Babar Ghauri tells Deputy Speaker Balochistan Assembly first consignment of relief aid for #earthquake areas will be handed over soon,#MQM's Babar Ghauri tells Deputy Speaker Balochistan Assembly first consignment of relief aid for #earthquake areas will be handed over soon,# ^ ^ V ^ ^ ^ N A N P N N P ^ N V V V P R
relief aid to the tiny island,O02,Response agencies present at the crisis location,RT @tripeirodudley: Today @ConvoyofHope delivered the first relief aid to the tiny island of Bitu-On since typhoon #Haiyan struck the Phili...,RT @tripeirodudley : Today @ConvoyofHope delivered the first relief aid to the tiny island of Bitu-On since typhoon #Haiyan struck the Phili ...,"~ @ ~ N @ V D A N N P D A N P ^ P ^ ^ V D ^ ,"
relief and rescue,O02,Response agencies present at the crisis location,RT @DepEd_PH: FYI: Twitter hashtags to monitor: TS Pablo gen. updates: #PabloPH. Class suspensions: #walangpasok. Relief and rescue: #re ...,RT @DepEd_PH : FYI : Twitter hashtags to monitor : TS Pablo gen . updates : #PabloPH . Class suspensions : #walangpasok . Relief and rescue : #re ...,"~ @ ~ ! , ^ N P N , ^ ^ ^ , N , # , N N , # , N & N , # ~"
relief and rescue work,O02,Response agencies present at the crisis location,"RT @IndiaBTL: #Uttarakhand ... Slow pace of relief and rescue work in disaster-hit, the seat of four major shrines #Modi will take full adv...","RT @IndiaBTL : #Uttarakhand ... Slow pace of relief and rescue work in disaster-hit , the seat of four major shrines #Modi will take full adv ...","~ @ ~ ^ , A N P N & V N P N , D N P $ A N ^ V V A N ,"
relief and response operation,O02,Response agencies present at the crisis location,Roxas: Nalampasan na natin yung pinakamahirap na bahagi ng relief and response operation #YolandaPH via DZMM,Roxas : Nalampasan na natin yung pinakamahirap na bahagi ng relief and response operation #YolandaPH via DZMM,"^ , ^ ^ ^ ^ ^ ^ ^ ^ N & N N # P ^"
relief assistance,O02,Response agencies present at the crisis location,"RT @WorldVisionPH: Help provide relief assistance to 8,000 families affected by Typhoon Pablo. Donate http://t.co/wGch2oNg PLS RT! http: ...","RT @WorldVisionPH : Help provide relief assistance to 8,000 families affected by Typhoon Pablo . Donate http://t.co/wGch2oNg PLS RT ! http : ...","~ @ ~ V V N N P $ N V P ^ ^ , V U V V , U ~ ~"
relief assistance to {Number} families,O02,Response agencies present at the crisis location,"RT @WorldVisionPH: Help provide relief assistance to 8,000 families affected by Typhoon Pablo. Donate http://t.co/wGch2oNg PLS RT! http: ...","RT @WorldVisionPH : Help provide relief assistance to 8,000 families affected by Typhoon Pablo . Donate http://t.co/wGch2oNg PLS RT ! http : ...","~ @ ~ V V N N P $ N V P ^ ^ , V U V V , U ~ ~"
relief camp,O02,Response agencies present at the crisis location,RT @ggiittiikkaa: Angrez are helping cleaning up the Relief Camp at bus stand in #Uttarakhand. But semi-angrez is doing chopper yatra http:...,RT @ggiittiikkaa : Angrez are helping cleaning up the Relief Camp at bus stand in #Uttarakhand . But semi-angrez is doing chopper yatra http : ...,"~ @ ~ ^ V V V T D N N P N V P ^ , & N V V N N N ~ ,"
relief campaign,O02,Response agencies present at the crisis location,Modi at RSS flood relief campaign meet in #Uttarakhand on June 22 http://t.co/nONDmwr9qr at Pathankot the next day.,Modi at RSS flood relief campaign meet in #Uttarakhand on June 22 http://t.co/nONDmwr9qr at Pathankot the next day .,"^ P ^ N N N V P ^ P ^ $ U P ^ D A N ,"
relief campaigns,O02,Response agencies present at the crisis location,"Rigid terrains and communication damaged, locals need be involved in relief campaigns to reach the affectees sooner. #Balochistan","Rigid terrains and communication damaged , locals need be involved in relief campaigns to reach the affectees sooner . #Balochistan","A N & N V , N V V V P N N P V D N R , #"
relief campaigns to reach the affectees sooner,O02,Response agencies present at the crisis location,"Rigid terrains and communication damaged, locals need be involved in relief campaigns to reach the affectees sooner. #Balochistan","Rigid terrains and communication damaged , locals need be involved in relief campaigns to reach the affectees sooner . #Balochistan","A N & N V , N V V V P N N P V D N R , #"
relief camps,O02,Response agencies present at the crisis location,RT @abhishaar: This group of American student working in relief camps n cleaning the roads in #Uttarakhand @opindia_revenge @Gotham3 http:/...,RT @abhishaar : This group of American student working in relief camps n cleaning the roads in #Uttarakhand @opindia_revenge @Gotham3 http :/ ...,~ @ ~ D N P ^ N V P N N & V D N P ^ @ @ U E E
relief cards are available today,O02,Response agencies present at the crisis location,"AB relief Cards are available today - if you are in Sunnyside, please go to Queen Elizabeth High School! http://t.co/8hMAww10ua #yycflood","AB relief Cards are available today - if you are in Sunnyside , please go to Queen Elizabeth High School ! http://t.co/8hMAww10ua #yycflood","^ N N V A N , P O V P ^ , V V P ^ ^ ^ N , U #"
